id_cliente,idade,genero,uf,segmento,score_credito,renda_mensal,saldo_medio_conta,qtd_meses_cliente,qtd_produtos_ativos,qtd_transacoes_pix_6m,vlr_total_investimentos,vlr_medio_gasto_cartao,vlr_medio_gasto_alimentacao,vlr_medio_gasto_transporte,vlr_medio_gasto_saude,vlr_medio_gasto_educacao,vlr_medio_gasto_lazer,ind_debito_automatico,qtd_dias_inatividade,vlr_limite_credito,pct_utilizacao_limite,canal_preferencial
20385,44,F,MG,intermediario,363.69,4145.77,11350.12,127,4,4,,1583.03,349.4,150.52,53.9,189.6,203.51,1,0.0,3539.22,0.4352,app
20386,56,M,SP,basico,445.16,2804.48,3773.34,28,3,6,0.0,1063.88,355.23,265.26,80.29,91.48,85.08,0,20.0,1446.24,0.2457,web
20387,49,M,RJ,premium,851.86,8714.7,3347.4,28,7,14,47876.77,5564.39,1315.9,1042.36,410.88,588.93,914.57,1,5.0,8456.9,0.2689,app
20388,36,M,SP,intermediario,546.21,3524.39,9355.53,8,4,4,4637.97,1782.38,417.21,123.83,211.72,124.38,303.95,1,4.0,2000.0,0.3615,web
20389,44,F,PE,premium,649.36,8180.97,868.8,18,4,15,69076.04,4899.38,743.87,1127.71,169.52,579.23,544.51,0,7.0,10970.35,0.2899,app
20390,40,F,SC,basico,267.15,3468.28,6138.17,30,0,9,3098.02,445.72,162.63,59.93,55.71,35.25,18.02,0,9.0,1299.21,0.2217,app
20391,48,M,RS,basico,269.36,2969.18,7474.33,46,2,6,214.77,1497.44,571.91,364.96,195.2,,48.59,0,2.0,816.92,0.1093,app
20392,41,M,CE,basico,275.74,5757.74,1831.07,10,5,6,0.0,3994.72,1451.31,217.56,231.14,84.83,664.06,0,3.0,505.29,0.3167,app
20393,18,M,MG,basico,442.8,1500.0,2029.44,43,0,2,0.0,787.21,196.44,55.38,25.09,72.1,89.16,0,43.0,3972.16,0.2833,app
20394,63,F,SP,premium,892.59,8000.0,842.78,13,5,15,84723.46,3820.05,1291.12,937.73,247.68,197.61,658.86,1,1.0,45549.67,0.0661,web
20395,44,F,SP,basico,538.57,1634.91,3040.79,19,4,4,0.0,386.21,105.46,67.92,14.27,20.22,27.67,1,4.0,2269.93,0.2984,agencia
20396,32,F,SP,basico,667.72,1500.0,3638.6,13,2,1,0.0,369.75,57.28,32.07,52.42,39.85,58.43,0,11.0,2453.13,0.26,app
20397,28,M,PR,basico,625.89,,2439.5,1,2,3,0.0,221.03,56.6,32.71,18.14,18.89,40.87,0,5.0,3540.68,0.4162,app
20398,29,F,MA,basico,342.11,,2152.64,78,0,3,0.0,771.55,134.43,135.59,22.53,55.44,96.28,0,9.0,2771.7,0.3345,app
20399,48,F,BA,intermediario,558.21,3065.54,1001.21,48,1,6,0.0,942.22,162.65,228.98,140.92,85.33,34.04,0,18.0,4584.33,0.4038,agencia
20400,20,M,MG,intermediario,629.2,3653.86,10053.78,44,0,7,2434.54,2047.53,430.78,504.55,93.05,233.68,303.55,0,8.0,4069.37,0.3588,agencia
20401,45,M,PR,intermediario,606.47,8847.2,3911.44,126,2,15,17365.18,3467.53,1179.01,327.52,201.74,48.21,167.25,0,13.0,4633.73,0.0768,app
20402,38,M,MS,basico,382.58,4307.25,7486.34,10,1,7,1382.19,1684.97,452.97,340.83,67.7,139.57,313.83,0,2.0,3308.24,0.1623,app
20403,50,M,MA,premium,869.44,8791.21,19920.58,26,3,14,24226.41,1090.48,176.51,103.35,107.06,24.22,171.45,1,0.0,12018.96,0.0445,app
20404,28,M,SC,intermediario,516.9,3546.04,5957.02,191,1,8,8350.94,534.61,103.64,78.52,60.12,44.19,77.65,1,3.0,3535.65,0.0698,app
20405,18,F,SC,basico,572.48,2308.68,2827.49,66,3,6,0.0,1339.19,327.29,234.44,120.68,23.18,,0,28.0,2693.74,0.3432,app
20406,61,Outro,RS,basico,81.41,4532.08,12185.75,112,1,4,0.0,690.78,127.75,39.64,81.43,14.44,134.63,0,1.0,1676.24,0.2773,app
20407,49,F,AM,premium,752.07,9118.07,15405.82,12,4,24,9184.25,3347.49,866.29,812.16,430.74,328.72,120.39,0,8.0,28786.51,0.3551,web
20408,59,F,CE,intermediario,557.1,3761.8,10336.36,193,4,11,8397.46,1791.73,557.95,291.34,187.38,105.52,306.45,0,9.0,2327.4,0.4427,app
20409,49,F,PR,intermediario,600.09,7462.47,13591.43,61,0,9,5958.06,4355.75,1193.51,585.38,554.28,10.83,751.39,0,3.0,2485.23,0.0986,agencia
20410,36,F,PB,basico,211.87,1500.0,1142.82,13,1,4,0.0,963.04,241.2,83.06,49.88,,107.8,0,40.0,2013.72,0.512,app
20411,37,M,SP,basico,489.92,1500.0,287.68,43,1,9,0.0,356.1,113.58,43.62,50.19,38.75,57.71,0,3.0,2428.82,0.3853,app
20412,50,F,SP,intermediario,432.01,4481.74,4064.49,30,3,6,14602.08,2208.66,803.52,282.25,309.99,19.83,221.64,0,2.0,6954.12,0.3139,agencia
20413,51,F,SP,intermediario,926.05,3000.0,3386.5,101,2,7,975.68,1970.51,451.89,379.89,234.54,,178.02,0,2.0,6255.66,0.0374,web
20414,40,M,SE,basico,368.35,3646.2,1207.66,7,3,3,0.0,483.8,112.42,66.6,25.54,34.57,40.5,0,0.0,2262.96,0.2933,web
20415,50,M,SP,intermediario,726.21,5373.41,9762.5,77,0,9,6892.52,1441.28,235.72,292.3,51.54,75.19,119.15,1,1.0,4002.29,0.1589,app
20416,48,F,SC,basico,424.87,3976.12,2952.81,21,3,8,0.0,517.94,104.36,92.59,19.9,22.76,28.59,0,56.0,1021.16,0.4675,agencia
20417,43,M,MS,intermediario,725.16,6093.08,17051.94,23,3,11,15851.42,1658.98,540.17,233.46,171.43,160.56,62.8,1,6.0,3443.57,0.6274,app
20418,42,F,PR,premium,635.75,8000.0,11634.55,81,2,20,9374.97,3974.96,1031.68,939.66,225.55,109.93,,0,3.0,48578.55,0.2239,app
20419,52,F,RJ,premium,773.63,8000.0,9884.9,65,3,14,143353.43,4399.46,1418.39,878.58,533.06,9.94,229.52,0,16.0,15960.43,0.0422,app
20420,26,Outro,DF,basico,,2375.01,6564.36,14,3,1,0.0,403.34,62.08,67.48,27.51,43.72,68.54,1,5.0,1104.33,0.307,web
20421,30,M,TO,basico,460.63,2606.54,6524.17,19,0,5,402.11,1365.07,273.34,266.52,148.62,,198.81,1,2.0,976.83,0.3448,agencia
20422,43,F,SP,intermediario,321.87,4137.61,1848.41,68,2,5,0.0,2715.58,569.09,259.26,251.62,209.22,509.09,0,125.0,6888.68,0.2224,web
20423,39,M,CE,intermediario,525.89,3000.0,7644.97,61,1,6,9282.85,1904.23,527.39,173.86,188.01,212.66,120.29,0,,4656.74,0.3465,app
20424,50,M,GO,basico,455.13,3554.59,7921.57,3,1,6,0.0,1397.58,481.96,338.87,,145.32,174.28,0,5.0,5339.81,0.6702,app
20425,42,F,SC,premium,827.45,15451.6,27182.37,118,7,32,40316.89,6875.21,2001.6,1065.94,524.19,403.63,242.81,1,2.0,23062.49,0.0469,app
20426,18,F,RJ,basico,420.98,3280.75,3803.96,2,0,9,0.0,1622.02,617.94,251.85,211.5,152.83,275.57,0,3.0,1257.56,0.3249,agencia
20427,50,M,SP,basico,144.43,1761.89,3288.31,36,1,2,4794.12,501.12,81.34,92.51,19.47,38.55,95.4,0,0.0,1877.41,0.3451,telefone
20428,35,M,SP,basico,568.42,2483.19,5724.19,34,1,3,0.0,981.24,349.34,130.56,112.31,66.3,36.4,1,6.0,1732.04,0.479,app
20429,36,F,GO,basico,430.35,3570.65,2385.56,24,0,6,0.0,437.85,89.65,42.9,48.85,,,0,1.0,4203.57,0.4922,app
20430,25,F,SC,basico,354.01,3493.63,2427.15,8,0,6,0.0,1970.14,489.55,437.11,109.23,152.71,326.73,0,1.0,2443.61,0.4618,web
20431,31,M,RJ,premium,741.69,,30034.68,77,1,30,120275.04,3567.76,954.2,643.44,388.54,244.94,706.1,1,11.0,14607.29,0.2525,web
20432,25,F,RJ,basico,351.61,4330.5,9524.29,21,2,10,0.0,847.38,295.26,89.84,64.0,7.31,138.12,0,1.0,1345.14,0.2798,agencia
20433,41,M,PR,basico,435.96,2268.91,6785.44,21,3,6,0.0,395.37,80.12,60.04,57.4,13.1,,0,8.0,2100.34,0.4779,web
20434,37,F,SP,intermediario,642.16,6815.28,19408.6,39,1,15,0.0,726.41,172.35,56.41,69.8,61.49,66.77,1,41.0,6863.51,0.3841,app
20435,36,M,PR,intermediario,801.3,3092.47,5255.64,18,3,5,18022.02,1350.02,462.63,221.22,113.95,148.02,214.53,0,38.0,5090.22,0.3609,app
20436,23,F,RS,intermediario,626.93,6755.07,12695.62,67,1,14,0.0,4055.45,847.7,256.82,,176.46,204.0,0,0.0,11163.97,0.2905,telefone
20437,56,F,MG,basico,504.14,2300.22,4022.48,10,2,7,0.0,910.74,358.45,54.67,96.86,95.85,161.79,0,1.0,2989.31,0.4862,web
20438,39,Outro,RJ,intermediario,646.79,3638.02,7795.92,76,1,9,2941.84,2180.5,594.44,239.93,64.03,60.32,238.3,1,64.0,3066.14,0.1305,web
20439,63,F,SP,basico,429.15,2522.12,2989.34,26,0,7,255.89,899.32,242.5,209.78,79.28,5.03,40.47,0,7.0,929.84,0.424,app
20440,39,M,RJ,basico,497.76,,4838.76,12,0,4,7042.8,827.01,272.25,180.08,56.73,83.47,80.92,0,58.0,2075.97,0.7434,app
20441,53,F,MG,basico,328.75,2491.46,6535.5,14,0,2,0.0,1475.12,582.26,145.17,51.85,93.81,178.99,0,7.0,978.7,0.3857,app
20442,26,F,PR,basico,342.24,2600.04,6241.42,10,1,7,,1101.75,355.25,131.93,83.96,40.27,95.27,0,1.0,3177.7,0.6496,telefone
20443,18,F,ES,basico,475.81,3013.5,7990.59,2,0,5,581.0,1054.04,302.61,223.38,134.59,97.27,177.96,0,1.0,1509.85,0.517,app
20444,38,F,SP,intermediario,753.19,6312.75,15275.09,12,5,21,0.0,2093.45,780.46,264.52,202.89,10.17,,1,2.0,5687.15,0.2657,web
20445,41,F,SP,basico,663.69,2423.36,488.5,8,0,7,634.99,355.4,92.12,25.9,25.91,24.85,50.71,0,8.0,568.8,0.3636,web
20446,46,Outro,MS,intermediario,794.55,10987.8,27096.17,6,4,17,40271.45,2955.46,1057.0,364.74,82.15,302.37,372.98,0,16.0,11048.87,0.101,app
20447,39,M,SC,basico,99.25,2884.03,1163.43,29,2,10,0.0,495.57,180.39,38.81,48.73,22.68,19.71,0,2.0,1968.17,0.5162,app
20448,62,F,SP,basico,427.34,3937.54,4567.38,8,0,10,0.0,2171.78,410.07,163.67,173.97,147.13,237.86,0,0.0,1545.26,0.6014,app
20449,39,M,GO,basico,473.58,2114.87,6122.45,15,0,5,0.0,701.04,213.42,167.73,25.03,67.45,,1,12.0,2777.94,0.2265,app
20450,45,M,CE,premium,728.59,8000.0,13139.66,116,5,13,16629.96,3425.24,1266.63,648.59,96.77,157.16,392.89,1,7.0,14916.21,0.3985,app
20451,45,M,MG,premium,797.92,19876.04,38872.65,65,6,34,21813.58,12455.84,2676.57,2243.68,364.37,,1184.38,0,11.0,14321.69,0.169,app
20452,40,F,MA,premium,776.26,8000.0,18789.46,102,3,12,64225.82,1773.01,564.8,266.52,176.4,19.99,322.26,0,2.0,10031.34,0.2418,app
20453,42,M,MG,intermediario,735.41,4756.83,652.64,40,2,11,20650.91,2552.63,619.43,625.39,167.21,230.62,279.04,0,1.0,2673.61,0.1051,app
20454,50,M,SP,intermediario,491.86,,8698.1,70,1,11,28099.39,1359.97,467.43,306.59,111.24,50.49,252.85,1,28.0,5701.37,0.4036,web
20455,54,M,RJ,intermediario,734.76,5905.8,12950.08,12,4,12,18411.91,4060.99,1262.37,765.71,566.19,68.5,254.0,1,0.0,2822.57,0.3233,web
20456,37,M,RJ,intermediario,572.54,3000.0,5925.89,33,3,6,20684.15,1753.5,354.22,275.99,125.15,132.01,141.78,0,34.0,2710.59,0.5807,app
20457,34,M,PA,basico,399.36,3667.23,10446.93,5,2,4,0.0,1445.27,272.45,165.85,113.55,58.63,96.97,1,1.0,1693.66,0.1833,agencia
20458,27,F,SP,basico,160.58,1573.58,2170.66,15,0,2,356.34,890.37,199.28,212.06,64.82,23.29,44.38,0,6.0,2016.37,0.1443,app
20459,46,M,DF,basico,647.11,1941.89,5313.03,42,2,6,3203.67,428.72,122.76,59.35,30.99,42.63,58.0,0,0.0,2677.13,0.4343,app
20460,20,M,GO,basico,676.95,2166.84,5361.13,5,1,3,0.0,675.13,269.34,65.95,16.76,17.89,119.65,0,8.0,2730.26,0.4165,app
20461,26,F,AL,basico,471.65,4174.2,7673.38,71,2,16,0.0,1869.72,594.74,260.34,219.88,218.91,332.96,0,4.0,2238.85,0.2627,agencia
20462,18,F,AM,basico,263.81,3057.19,4748.01,14,3,5,0.0,1579.31,248.96,132.64,82.1,53.98,271.56,0,8.0,3091.43,0.7735,app
20463,20,F,PR,basico,661.52,3735.27,6324.74,33,1,10,,1230.26,448.05,259.48,103.6,123.18,136.52,0,4.0,2381.35,0.659,app
20464,27,F,SC,basico,634.04,3980.13,664.93,11,3,11,157.51,1788.39,454.64,252.4,253.86,97.67,206.59,0,29.0,1954.27,0.4508,app
20465,43,F,RS,premium,732.92,8512.94,22973.84,25,3,15,32412.16,2677.28,991.44,407.79,308.24,158.69,435.89,1,63.0,17420.1,0.638,app
20466,19,M,SP,basico,620.02,2021.59,1916.68,1,2,6,359.93,589.67,160.81,93.36,65.49,8.76,103.49,0,6.0,2178.75,0.2542,app
20467,21,M,MG,basico,553.59,2600.95,7032.79,3,2,5,2302.92,271.5,52.34,52.3,19.14,4.44,33.4,0,38.0,1418.84,0.2357,app
20468,59,F,SP,premium,785.71,18034.39,27075.7,36,2,40,72030.11,9483.74,3752.99,807.63,197.32,189.01,787.42,1,6.0,12799.2,0.2287,agencia
20469,25,M,PE,basico,372.87,1716.54,903.3,35,0,2,1198.48,740.99,165.23,138.41,62.9,75.16,47.56,0,9.0,899.12,0.4085,app
20470,18,M,RN,basico,639.25,3107.73,5417.32,1,0,4,1264.29,1045.03,257.23,83.41,148.22,88.62,152.1,0,4.0,2507.81,0.3015,web
20471,22,F,RJ,basico,443.15,2551.12,5162.05,24,1,4,0.0,645.77,187.43,121.74,82.38,1.29,52.58,1,4.0,1706.09,0.281,app
20472,22,F,MG,basico,335.58,2492.54,6881.25,31,1,7,0.0,1034.91,187.14,146.03,116.32,8.48,168.36,0,4.0,2423.56,0.2852,web
20473,34,F,RJ,basico,647.82,1500.0,2246.47,46,1,0,0.0,516.74,192.66,97.66,57.37,14.88,21.35,1,4.0,1414.19,0.25,app
20474,39,F,SP,basico,,1752.55,5011.52,21,1,2,0.0,569.26,114.44,92.48,39.95,46.85,74.45,1,71.0,2008.99,0.3368,web
20475,18,F,RJ,basico,522.57,5514.38,16100.06,9,0,7,0.0,1661.64,492.26,397.4,136.35,87.58,82.18,1,56.0,1924.78,0.3445,app
20476,43,F,PA,intermediario,699.52,3804.26,5589.97,47,3,1,10605.23,2470.76,381.5,592.92,142.65,20.28,197.5,0,6.0,3177.63,0.3131,app
20477,53,M,AM,intermediario,621.11,3313.97,8407.21,33,1,3,18642.75,705.74,276.88,115.0,73.79,53.83,132.79,0,,3803.78,0.079,web
20478,50,F,RJ,intermediario,679.11,3334.48,9444.2,40,2,5,85265.66,627.42,224.7,139.85,37.16,5.48,57.91,1,25.0,2000.0,0.5974,app
20479,41,M,RJ,basico,76.31,5887.22,8302.58,6,0,12,0.0,1641.9,364.36,408.37,66.02,89.2,307.57,0,13.0,500.0,0.3487,web
20480,39,Outro,DF,basico,266.16,3588.75,1653.96,18,1,12,0.0,615.43,183.45,47.01,27.11,19.09,37.03,1,5.0,1074.41,0.502,app
20481,36,M,SC,intermediario,516.31,5413.14,9581.97,105,0,9,2275.7,3463.16,1337.64,675.49,177.65,,661.5,0,0.0,3553.47,0.1951,web
20482,52,F,PB,basico,557.39,1500.0,3911.83,61,1,2,3438.6,699.79,271.58,95.77,51.95,79.76,137.66,0,68.0,995.33,0.4851,app
20483,51,F,ES,premium,795.73,18229.0,28124.53,11,0,31,21724.89,6022.47,2117.34,1256.83,579.07,656.87,625.01,1,1.0,6952.51,0.7112,app
20484,25,M,SC,basico,710.95,3062.1,7410.96,2,3,6,739.53,597.41,166.27,106.16,35.15,11.91,80.24,0,0.0,2819.76,0.5371,app
20485,38,F,SP,intermediario,304.31,3000.0,5272.07,64,3,2,12627.89,2049.68,626.83,232.14,248.82,214.02,192.75,1,5.0,7616.88,0.2063,app
20486,26,F,MG,basico,528.44,2586.48,6465.15,4,0,6,2035.82,1172.35,183.75,113.23,125.44,90.09,184.08,0,12.0,1201.52,0.405,telefone
20487,33,M,DF,basico,504.85,2397.77,3202.36,59,0,4,595.83,383.88,107.27,65.55,36.43,35.68,65.42,0,6.0,3683.18,0.4191,app
20488,52,M,SP,intermediario,359.96,5622.93,14267.63,127,4,23,0.0,2925.9,528.48,311.24,274.72,253.02,523.87,0,6.0,9763.68,0.305,app
20489,38,M,MG,intermediario,704.13,5946.39,4118.8,111,2,9,12985.03,3432.12,927.84,588.99,192.99,108.28,590.99,0,7.0,5969.66,0.4296,telefone
20490,25,M,SC,basico,468.8,2482.09,3276.57,11,5,4,0.0,1715.79,556.56,165.53,244.16,65.26,156.53,0,2.0,802.95,0.5254,app
20491,57,F,SP,premium,650.77,10892.71,27799.27,165,3,24,51840.44,5967.23,1505.04,466.0,571.04,320.65,857.79,1,8.0,7994.4,0.2494,app
20492,50,F,PR,basico,282.49,3141.86,577.07,20,0,7,0.0,472.86,185.47,61.45,31.74,50.85,80.94,0,13.0,1190.68,0.2204,app
20493,25,M,SP,basico,365.73,2033.01,287.93,11,1,5,0.0,1215.09,216.84,132.89,137.14,145.55,66.08,0,0.0,2852.74,0.3032,app
20494,54,F,ES,intermediario,,4261.79,10759.03,76,1,8,0.0,2117.31,676.68,480.46,213.93,214.16,120.59,0,1.0,2149.59,0.2061,web
20495,49,F,PR,intermediario,761.51,3115.12,2801.91,39,3,6,0.0,1498.82,335.08,144.86,84.52,43.22,120.34,1,5.0,9545.69,0.1479,web
20496,43,F,SP,premium,811.55,8893.96,11076.46,24,2,18,14272.98,4585.07,816.78,756.98,682.7,177.61,250.91,1,55.0,14812.87,0.644,telefone
20497,49,F,GO,basico,504.06,3588.41,4493.37,57,1,8,0.0,1162.05,403.0,276.16,170.73,91.98,161.95,0,1.0,6643.69,0.3828,agencia
20498,20,F,SC,basico,556.69,2921.11,2242.37,11,0,5,625.23,503.5,108.4,34.22,53.74,41.8,20.64,0,6.0,3363.74,0.2956,web
20499,35,M,SC,intermediario,657.88,5728.85,2103.12,93,1,11,16854.85,1729.56,424.25,183.91,99.31,2.99,74.69,0,24.0,12763.9,0.1661,web
20500,21,F,ES,basico,446.06,1500.0,915.04,26,0,3,533.87,373.54,93.4,44.45,55.41,15.23,42.15,0,2.0,1223.48,0.5149,app
20501,23,F,BA,basico,407.59,2087.09,6055.28,41,2,6,0.0,987.36,308.68,219.53,83.07,113.94,35.04,0,43.0,2191.58,0.1741,app
20502,45,F,AP,basico,165.79,1910.31,4504.11,28,1,4,1225.78,1102.24,320.79,79.21,43.1,99.85,169.39,0,67.0,947.81,0.3044,app
20503,34,M,RJ,basico,318.42,2180.86,6266.48,28,1,2,0.0,333.14,87.09,68.84,8.27,6.05,47.48,0,6.0,1260.75,0.3294,app
20504,21,F,PR,basico,315.51,2177.73,6354.64,6,1,5,0.0,1413.39,341.1,117.33,43.37,167.69,115.74,0,3.0,1108.88,0.3043,app
20505,27,F,CE,basico,255.09,4303.53,3996.15,2,2,7,113.75,2438.29,851.91,288.65,329.65,292.0,322.32,0,2.0,1222.14,0.6933,app
20506,33,M,RS,intermediario,783.92,3000.0,6403.8,48,1,3,14211.34,1894.9,710.82,391.72,249.51,4.54,62.89,0,7.0,4401.62,0.3119,web
20507,42,F,SE,intermediario,498.53,4343.46,4296.43,49,2,12,26754.05,2114.75,452.01,412.87,81.05,224.79,363.39,0,20.0,9301.31,0.0724,app
20508,62,F,MG,basico,573.16,1574.7,3198.36,16,4,2,476.92,208.63,75.08,16.84,9.42,10.45,13.64,0,3.0,2507.97,0.1533,app
20509,37,M,PR,basico,289.98,2647.64,3214.85,52,1,4,0.0,1602.4,602.13,278.38,129.84,,273.12,1,111.0,1226.04,0.2888,agencia
20510,38,M,SP,basico,187.18,1500.0,627.48,25,2,3,0.0,200.66,30.19,20.73,20.44,6.23,14.15,0,2.0,1152.86,0.3058,app
20511,53,F,PR,basico,633.37,1612.49,2711.54,9,2,2,0.0,1127.1,178.03,139.17,93.34,49.68,82.64,0,2.0,1648.29,0.2421,app
20512,34,M,SP,intermediario,491.73,5238.6,11110.99,5,2,9,2581.18,1760.52,557.85,429.17,234.9,151.53,154.87,1,31.0,4526.9,0.2762,app
20513,59,F,CE,premium,702.32,9596.14,15497.33,213,1,23,0.0,5499.01,1888.13,893.07,243.21,495.77,846.7,1,11.0,15874.45,0.1688,web
20514,35,M,DF,intermediario,313.29,6702.92,12301.63,34,2,13,18375.03,914.72,365.84,193.8,65.35,76.34,64.06,0,9.0,4576.81,0.204,app
20515,36,M,MG,intermediario,803.33,5187.62,2592.38,41,3,12,16686.79,2272.11,869.29,253.94,315.48,261.19,331.98,1,7.0,3461.82,0.1295,app
20516,31,F,RJ,basico,292.33,2819.5,1153.4,11,3,6,0.0,745.29,158.16,111.09,,15.79,144.11,0,1.0,1359.11,0.7952,agencia
20517,33,F,SP,basico,628.76,3946.35,7535.77,3,1,15,3428.34,1981.91,465.28,379.24,211.38,213.38,296.98,0,4.0,847.61,0.5065,app
20518,46,M,MG,premium,853.11,10040.2,15758.47,38,2,18,11622.2,1643.54,411.84,241.62,241.0,177.09,310.45,1,8.0,20735.57,0.2568,app
20519,51,F,RJ,premium,772.6,22854.29,62370.22,108,5,50,39145.01,8265.42,1550.47,1706.65,1205.72,834.98,1113.0,1,97.0,5673.48,0.4377,app
20520,29,M,RJ,basico,293.65,3067.11,6911.36,13,1,10,6399.38,606.12,156.39,63.73,56.29,40.61,45.51,0,23.0,3901.2,0.5484,app
20521,36,F,AM,basico,542.8,2448.68,5909.04,14,1,5,0.0,771.4,203.68,45.0,18.19,79.86,52.72,0,3.0,673.7,0.5758,app
20522,23,F,RS,intermediario,814.11,3725.12,4832.34,176,2,10,0.0,1888.76,544.65,335.14,223.25,148.68,365.91,1,,9210.54,0.295,app
20523,44,M,MG,basico,771.57,3999.6,6589.98,5,1,9,0.0,452.79,110.4,104.54,17.12,,81.08,0,44.0,500.0,0.2834,app
20524,51,M,SP,intermediario,690.52,6579.2,12998.17,28,4,13,0.0,3367.59,999.32,222.38,463.5,213.14,,0,11.0,2212.1,0.2706,app
20525,42,F,SP,intermediario,659.29,9616.15,4329.23,30,4,15,10772.72,6134.31,949.92,918.35,396.19,264.91,1157.72,1,1.0,10591.0,0.1545,agencia
20526,43,M,AL,basico,425.86,2263.63,4459.77,3,1,3,0.0,393.73,96.69,60.63,45.96,32.12,17.95,0,0.0,4637.15,0.1557,agencia
20527,40,F,SP,premium,864.92,9304.53,17442.77,29,3,25,47279.47,1863.65,650.08,341.18,76.33,111.34,235.09,1,4.0,6800.08,0.2309,web
20528,61,F,PI,premium,688.04,8325.25,20172.76,123,2,19,607821.15,3750.16,1270.63,779.13,219.37,190.99,638.34,1,,13174.29,0.2549,app
20529,49,M,BA,premium,671.78,8000.0,7872.49,34,6,16,71987.03,1759.28,648.67,268.6,206.89,151.6,56.7,1,31.0,19425.2,0.1836,app
20530,18,F,RJ,basico,302.59,1721.07,1840.69,42,2,0,1321.63,1103.09,226.44,206.6,57.51,80.66,34.39,0,6.0,3509.28,0.2552,web
20531,49,M,SP,basico,345.55,2272.39,5729.14,13,1,1,0.0,975.17,339.71,151.82,28.23,44.67,79.66,0,1.0,9464.99,0.4168,telefone
20532,47,F,PR,intermediario,737.5,3321.09,1542.67,3,2,8,0.0,717.94,136.24,75.32,100.64,51.97,140.46,0,16.0,4323.39,0.3833,app
20533,57,M,SE,basico,399.29,5996.5,12051.7,33,3,12,0.0,3218.31,1023.49,411.95,93.45,321.75,498.61,0,3.0,1940.36,0.2003,app
20534,54,F,PE,basico,358.75,2178.16,3538.42,15,1,3,0.0,953.07,172.38,196.01,81.79,21.58,87.16,0,5.0,1128.51,0.2511,app
20535,51,M,SP,basico,500.45,1981.09,3204.52,5,0,2,0.0,1339.32,219.25,117.46,122.27,40.06,231.63,0,6.0,1435.47,0.2062,telefone
20536,44,F,RO,intermediario,542.4,7143.65,18744.55,14,2,14,0.0,1737.92,541.38,258.17,214.47,50.78,164.0,0,0.0,4492.93,0.1413,app
20537,43,F,RJ,basico,423.8,2864.04,4430.51,33,1,7,0.0,1448.84,566.31,114.14,121.85,157.32,140.21,0,2.0,3368.23,0.2907,app
20538,22,M,MG,basico,143.52,2190.81,3679.29,7,2,4,505.83,864.37,294.32,83.4,38.4,48.65,122.72,0,2.0,2572.06,0.4987,web
20539,31,M,BA,basico,334.4,2471.25,2353.35,64,2,6,82.16,630.05,101.74,47.53,56.12,12.07,116.38,0,8.0,1626.07,0.6094,app
20540,69,F,SP,intermediario,612.01,4097.07,4529.45,89,0,5,47292.11,1412.87,412.95,290.82,,128.81,93.58,1,4.0,3500.48,0.267,app
20541,22,M,GO,intermediario,515.95,4640.16,3769.5,30,5,5,0.0,2577.72,562.43,257.13,82.41,107.34,403.56,0,22.0,2377.45,0.4507,app
20542,38,M,SP,basico,301.69,2726.04,499.63,10,0,7,436.99,1409.83,472.33,342.33,173.87,27.71,130.55,1,5.0,3497.58,0.2729,app
20543,47,F,AM,premium,946.08,9469.99,17269.66,77,7,24,92091.91,6008.97,1006.61,1326.37,710.94,683.41,660.29,1,52.0,6955.5,0.3763,app
20544,45,F,SP,basico,238.94,1500.0,2876.66,7,3,6,0.0,865.04,190.01,109.03,19.41,56.2,150.34,0,9.0,5088.97,0.2403,telefone
20545,41,M,PR,intermediario,703.48,5340.91,6082.86,47,1,10,3748.02,1116.88,321.87,196.37,127.45,37.98,203.13,1,87.0,6099.3,0.3588,app
20546,52,F,MA,intermediario,629.92,5256.28,8719.64,38,3,12,12545.14,2959.83,444.36,633.58,214.05,261.71,420.61,0,22.0,2631.49,0.3084,agencia
20547,40,F,MG,intermediario,504.99,5103.66,8884.2,52,7,13,,1298.99,496.11,112.91,131.02,127.91,241.23,0,1.0,2896.8,0.127,app
20548,44,M,DF,basico,400.82,1500.0,1514.59,67,2,5,537.83,718.89,207.37,66.29,40.5,18.11,37.69,0,16.0,827.35,0.2742,app
20549,51,F,GO,premium,690.25,11484.84,33475.72,64,1,20,20641.7,6028.28,2081.56,1142.49,597.77,10.55,1007.27,1,31.0,14722.33,0.557,app
20550,45,M,PA,premium,897.99,22325.91,30715.56,13,5,40,46534.82,7392.01,2252.24,1315.02,415.6,285.19,571.42,0,37.0,13124.3,0.441,app
20551,35,M,CE,intermediario,839.64,3000.0,6022.85,40,4,5,26294.3,1606.57,462.94,170.97,97.63,79.1,64.85,0,78.0,7561.75,0.458,web
20552,50,M,PE,basico,476.26,1500.0,700.2,9,2,8,189.98,320.68,120.23,67.46,13.12,22.09,36.11,0,10.0,1586.11,0.5702,telefone
20553,42,F,RS,basico,682.32,4676.58,2031.3,1,2,13,380.87,3131.33,800.77,305.29,,204.67,368.57,0,4.0,2583.77,0.2865,telefone
20554,49,F,SP,intermediario,607.98,5389.94,3148.66,5,2,2,6675.15,2811.1,1108.68,352.89,240.97,282.64,271.54,0,6.0,3180.12,0.0509,app
20555,50,M,MG,basico,614.21,2638.23,3013.58,80,2,2,1588.38,799.71,276.21,53.26,85.59,69.07,138.59,0,81.0,3302.74,0.4881,web
